duty_name,duty_code,duty_addr,wgs84Lon,wgs84Lat
완도군노화읍보건지소,E2600362,"전라남도 완도군 노화읍 노화로 813, 노화보건지소",126.57093792042261,34.17730585378432
완도대성병원,A2600032,전라남도 완도군 완도읍 청해진동로 63,126.73556371420687,34.31716999454396
우리들병원,A1100042,서울특별시 강서구 하늘길 70 (과해동),126.7963653099318,37.56199597494205
운암한국병원,A1500010,광주광역시 북구 북문대로 191 (운암동),126.86956982285518,35.18513334103592
울릉군보건의료원,E2700553,경상북도 울릉군 울릉읍 울릉순환로 396-18,130.89947707708177,37.485886024545444
울산병원,A1700003,울산광역시 남구 월평로171번길 13 (신정동),129.32309962689618,35.54621707569275
울산엘리야병원,A1700007,울산광역시 북구 호계로 285 (호계동),129.350630148322,35.62891129475159
울진군의료원,A2700052,경상북도 울진군 울진읍 현내항길 71,129.40949155236495,36.99264955966117
원광대학교병원,A2500001,전북특별자치도 익산시 무왕로 895 (신동),126.959306346821,35.9642419612473
원광대학교산본병원,A2100048,경기도 군포시 산본로 321 (산본동),126.93330716393871,37.359787179442414
원병원,A2100208,경기도 남양주시 화도읍 경춘로 1943-16,127.30437739416751,37.651957172510606
원주성모병원,A2200030,강원특별자치도 원주시 소초면 치악로 2473,127.9845808143955,37.39364611118348
윤서병원,A2100116,경기도 구리시 건원대로 47 (인창동),127.13961137900537,37.60519852568096
은평연세병원,A1100152,서울특별시 은평구 연서로 177 (갈현동),126.917472218592,37.6146922208583
의)근원의료재단경산중앙병원,A2700019,경상북도 경산시 경안로 11 (백천동),128.7401572913474,35.80882731345708
의령병원,A2800090,경상남도 의령군 의령읍 의병로14길 10,128.2586798056445,35.31860563079656
의료법인 갑을의료재단 갑을녹산병원,A1200139,부산광역시 강서구 녹산산단321로 24-8 (송정동),128.85332092602835,35.090573808412124
의료법인 거명의료재단 영광기독병원,A2600034,전라남도 영광군 영광읍 신남로 265,126.5108758767997,35.274959355007304
의료법인 광혜의료재단 광혜병원,A1200009,"부산광역시 동래구 충렬대로 96 (온천동, 광혜병원)",129.071136111111116,35.207033333333335
의료법인 길의료재단 길병원,A1400001,"인천광역시 남동구 남동대로774번길 21 (구월동, 가천대학교길병원)",126.70916173607195,37.45208024654252
의료법인 루가의료재단 나은병원,A1400003,"인천광역시 서구 원적로 23 (가좌동, 원적로 27번길 11(가좌동))",126.679450677348,37.4890534064866
의료법인 문병욱의료재단 진주고려병원,A2800015,"경상남도 진주시 동진로 2 (칠암동, 진주고려병원)",128.09223855742437,35.17849131749577
의료법인 성념의료재단맑은샘병원,A2800022,경상남도 거제시 연초면 거제대로 4477,128.64371778461182,34.89793483097861
의료법인 성수의료재단 인천백병원,A1400007,인천광역시 동구 샛골로 214 (송림동),126.648504056866,37.4772581429266
의료법인 센텀의료재단 센텀종합병원,A1200098,부산광역시 수영구 수영로679번길 8 (광안동),129.11466833709284,35.16637129021226
의료법인 영제 의료재단 엔케이세종병원,A1800417,"세종특별자치시 한누리대로 161, 세종시 NK리움힐 상가 1~8층 (나성동)",127.26225618927695,36.47962250753158
의료법인 온그룹의료재단 온종합병원,A1200020,"부산광역시 부산진구 가야대로 719, 767, 721, 본관 지하3~5층, 본관 6~11층 전부, 본관 12층 일부, 본관 13~14층 전부, (당감동)",129.04998435792845,35.15787735996765
의료법인 우범의료재단 장흥종합병원,A2600021,전라남도 장흥군 장흥읍 흥성로 74,126.91093606650924,34.67726071666993
의료법인 은성의료재단 좋은강안병원,A1200008,부산광역시 수영구 수영로 493 (남천동),129.11072434834875,35.15015905669445
의료법인 이도의료재단 남해병원,A2800094,경상남도 남해군 남해읍 화전로 169,127.89425156305387,34.84640603127717
의료법인 인당의료재단 부민병원,A1200006,부산광역시 북구 만덕대로 59 (덕천동),129.01121232860873,35.211914318056756
의료법인 인당의료재단 해운대부민병원,A1205143,부산광역시 해운대구 해운대로 584 (우동),129.1556561002225,35.16142040775608
의료법인 일심의료재단 포천우리병원,A2100036,경기도 포천시 소흘읍 호국로 661,127.1481437183119,37.827495913257785
의료법인 중앙의료재단 중앙병원,A2900006,"제주특별자치도 제주시 월랑로 91-0 (이호이동,중앙병원)",126.47058708143306,33.492346148279836
의료법인 행도의료재단 해동병원,A1200012,부산광역시 영도구 태종로 133 (봉래동3가),129.04386428258525,35.09194298219175
의료법인 현경의료재단 광양서울병원,A2600024,전라남도 광양시 진등길 93 (마동),127.69055714590516,34.957912006875524
의료법인 혜인의료재단 한국병원,A2900003,제주특별자치도 제주시 서광로 193 (삼도일동),126.51698873048466,33.500185921027
의료법인갈렌의료재단박병원,A2100309,경기도 평택시 송탄로 33 (장당동),127.05700385749999,37.0482647009
의료법인갑을의료재단갑을장유병원,A2800014,경상남도 김해시 장유로 167-13 (부곡동),128.80564300531228,35.208667155880995
의료법인강릉동인병원,A2200005,강원특별자치도 강릉시 강릉대로419번길 42 (포남동),128.90714180258507,37.77432579461282
의료법인거붕백병원,A2800008,경상남도 거제시 계룡로5길 14 (상동동),128.62605696825915,34.873675809023304
의료법인건명의료재단중앙제일병원,A2300013,충청북도 진천군 진천읍 중앙북로 36,127.44050791116805,36.858487476286044
의료법인구의료재단구병원,A1300006,대구광역시 달서구 감삼북길 141 (감삼동),128.54148303217695,35.85082313699737
의료법인나사렛의료재단나사렛국제병원,A1400011,"인천광역시 연수구 먼우금로 98 (동춘동, 나사렛국제병원)",126.67046935782248,37.4079911136402
의료법인남촌의료재단시화병원,A2100008,"경기도 시흥시 군자천로 381, 시화병원 (정왕동)",126.736970968751,37.349955639806
의료법인녹산의료재단동수원병원,A2100009,경기도 수원시 팔달구 중부대로 165 (우만동),127.0343637912553,37.27816562305189
의료법인대광의료재단괴산성모병원,A2300034,충청북도 괴산군 괴산읍 임꺽정로 116-0 (괴산성모병원),127.78424628538971,36.81544387632933
의료법인대남의료재단청도대남병원,A2700038,경상북도 청도군 화양읍 청화로 79-7,128.73711323398672,35.64871261648798
의료법인대산의료재단익산병원,A2500011,전북특별자치도 익산시 무왕로 969 (신동),126.96649966881398,35.96168123354797
의료법인대우의료재단대우병원,A2800005,경상남도 거제시 두모길 16 (두모동),128.72216421007292,34.87222152119712
의료법인대인의료재단다니엘종합병원,A2100050,"경기도 부천시 원미구 중동로 361, 다니엘종합병원 (약대동)",126.76948894065183,37.512321557883574
의료법인덕산의료재단김천제일병원,A2700012,경상북도 김천시 신음1길 12 (신음동),128.11882383545816,36.135341995663524
의료법인동강의료재단동강병원,A1700002,울산광역시 중구 태화로 239 (태화동),129.30194290200077,35.55340950863559
의료법인동강의료재단동천동강병원,A1701489,"울산광역시 중구 외솔큰길 215 (남외동, 동천동강병원)",129.350477985,35.5685460268
의료법인동신의료재단동신병원,A1100025,"서울특별시 서대문구 연희로 272, 동신병원 본관동 (홍은동)",126.93658306608872,37.58110428173239
의료법인동춘의료재단문경제일병원,A2700006,경상북도 문경시 당교3길 25 (모전동),128.189771534,36.5848214366
의료법인동해동인병원,A2200003,"강원특별자치도 동해시 하평로 26-  (평릉동, (평릉동))",129.1074043067605,37.530006805605616
의료법인록향의료재단신천연합병원,A2100013,"경기도 시흥시 복지로 57, 복지로 61, 2층 (대야동)",126.78938385106555,37.44454605843136
의료법인명성의료재단영양병원,A2700026,경상북도 영양군 영양읍 동서대로 75,129.1173135291313,36.66257764096643
의료법인명인의료재단화홍병원,A2117135,경기도 수원시 권선구 호매실로90번길 98 (호매실동),126.963891671858,37.2601427452511
의료법인명지의료재단명지병원,A2300009,"충청북도 제천시 내토로 991-0 (고암동,의료법인명지의료재단명지병원)",128.23405656001105,37.163005764289196
의료법인명지의료재단명지병원,A2100042,경기도 고양시 덕양구 화수로14번길 55 (화정동),126.83145733035825,37.64207169115689
의료법인목포구암의료재단목포중앙병원,A2600017,전라남도 목포시 영산로 627 (석현동),126.421380872161,34.8208073192579
의료법인바른의료재단바른병원,A2800045,경상남도 진주시 동진로 7 (칠암동),128.09170475475878,35.179208158439586
의료법인박애의료재단박애병원,A2100022,경기도 평택시 평택2로20번길 3 (평택동),127.08907896026507,36.99308383421509
의료법인백송의료재단굿모닝병원,A2100028,경기도 평택시 중앙로 338 (합정동),127.120463688,36.9905734199
의료법인백제병원,A2400009,충청남도 논산시 시민로294번길 14 (취암동),127.09436976296005,36.19250243074026
의료법인백천의료재단바로본병원,A1300033,대구광역시 동구 국채보상로 769 (신천동),128.61518371219722,35.86845464452633
의료법인보광의료재단속초보광병원,A2200046,강원특별자치도 속초시 중앙로 11 (교동),128.57838660480326,38.198021245336555
의료법인삼백의료재단상주성모병원,A2700009,경상북도 상주시 냉림서성길 7 (냉림동),128.15973341130405,36.42029125774357
의료법인삼호의료재단벌교삼호병원,A2600066,전라남도 보성군 벌교읍 남하로 12,127.34573228719377,34.833846754024535
의료법인생명사랑의료재단밀양윤병원,A2800057,경상남도 밀양시 삼문중앙로 32 (삼문동),128.75564526263582,35.48468031922943
의료법인서명의료재단세명종합병원,A2700036,경상북도 경산시 경안로 208 (중방동),128.7374074375532,35.82621911080917
의료법인서울효천의료재단에이치플러스양지병원,A1100041,"서울특별시 관악구 남부순환로 1636, 양지병원 (신림동)",126.93253922577287,37.48427507045319
의료법인서준의료재단예천권병원,A2700023,경상북도 예천군 예천읍 시장로 136,128.45890491333589,36.65741644988633
의료법인서해병원,A2400044,충청남도 서천군 서천읍 서천로 184,126.6875810614244,36.08449428686221
의료법인석경의료재단센트럴병원,A2100027,"경기도 시흥시 공단1대로 237 (정왕동, 센트럴 병원)",126.72768862827666,37.336409472880064
의료법인석영의료재단창원제일종합병원,A2800018,경상남도 창원시 마산합포구 3·15대로 238 (중앙동3가),128.56772923734115,35.199036071110854
의료법인석천재단고창병원,A2500009,전북특별자치도 고창군 고창읍 화신1길 9,126.69331814963527,35.43645131091079
의료법인성광의료재단일산차병원,A2116972,"경기도 고양시 일산동구 중앙로 1205, 지하1층(일부),지하2층,지하4층(일부),1층(일부),2층(일부),3층(일부),4~5층,6층(일부), 7~10층 (장항동)",126.77574306091104,37.65413326289407
의료법인성심의료재단양구성심병원,A2200037,강원특별자치도 양구군 양구읍 중심로 160,127.99119726275,38.1047788862656
의료법인성지의료재단성지병원,A2200024,강원특별자치도 원주시 원일로 22 (인동),127.954009227598,37.3452989790958
의료법인성화의료재단대한병원,A1100030,"서울특별시 강북구 도봉로 301 (수유동, 대한병원)",127.02267251878474,37.63547043209498
의료법인송암의료재단마이크로병원,A2300039,충청북도 청주시 흥덕구 사직대로 26 (복대동),127.45009452402523,36.63402150390528
의료법인송은의료재단울산시티병원,A1700025,울산광역시 북구 산업로 1007 (연암동),129.35905740278505,35.58285370330335
의료법인숭인의료재단김해복음병원,A2800006,경상남도 김해시 활천로 33 (삼정동),128.8935457971,35.2304897832
의료법인승연의료재단 삼천포서울병원,A2800068,경상남도 사천시 남일로 33 (동금동),128.08012015415227,34.93302179207928
의료법인신안대우병원,A2600051,전라남도 신안군 비금면 송치길 155-11,125.93256566497465,34.722263099542104
의료법인신의료재단김해삼승병원,A2800146,경상남도 김해시 김해대로 2335 (부원동),128.8821901808,35.226730571
의료법인안동병원,A2700014,경상북도 안동시 앙실로 11 (수상동),128.70097021920307,36.54691448006022
의료법인양진의료재단평택성모병원,A2113246,경기도 평택시 평택로 284 (세교동),127.07371568769603,37.008809910565546
의료법인에스엠씨의료재단울산세민병원,A1700036,울산광역시 중구 학성로 184 (학성동),129.33096884743864,35.556584160908145
의료법인영경의료재단전주병원,A2500005,"전북특별자치도 전주시 완산구 한두평3길 13 (중화산동2가, 전주병원)",127.1247991889436,35.81502660230338
의료법인영경의료재단호성전주병원,A2501890,전북특별자치도 전주시 덕진구 동부대로 895 (호성동1가),127.14790290638277,35.865528416459995
의료법인영동의료재단의정부백병원,A2100034,경기도 의정부시 금신로 322 (신곡동),127.06206709820381,37.74536735722315
의료법인영서의료재단천안충무병원,A2400012,충청남도 천안시 서북구 다가말3길 8 (쌍용동),127.13157820432319,36.79739687904163
의료법인영성의료재단고흥종합병원,A2600018,전라남도 고흥군 고흥읍 고흥로 1935,127.293713733344,34.620393082853
의료법인영암의료재단고령영생병원,A2700070,경상북도 고령군 대가야읍 중앙로 33 (영생병원),128.27201138885076,35.72995531573922
의료법인영제의료재단영남제일병원,A2700063,경상북도 의성군 안계면 용기4길 36,128.43429486266444,36.38925516777733
의료법인영훈의료재단대전선병원,A1600008,"대전광역시 중구 목중로 29 (목동, 선병원)",127.41011056508802,36.3359621088938
의료법인영훈의료재단유성선병원,A1600007,대전광역시 유성구 북유성대로 93 (지족동),127.32491359339663,36.37535496572087
의료법인예당의료재단예산종합병원,A2400004,충청남도 예산군 예산읍 금오대로 94,126.83810397105952,36.69111403683895
의료법인오성의료재단동군산병원,A2500012,전북특별자치도 군산시 조촌로 149 (조촌동),126.73719225835914,35.97740074466571
의료법인왜관병원,A2700066,경상북도 칠곡군 왜관읍 군청2길 10,128.401522222222212,35.996063888888891
의료법인우리의료재단김포우리병원,A2100053,"경기도 김포시 감암로 11, 김포우리병원 (걸포동)",126.7105272263707,37.632530143647166
의료법인원광의료재단원광종합병원,A2115699,경기도 화성시 화산북로 21 (송산동),127.0080345889,37.2100621333
의료법인은성의료재단좋은삼선병원,A1200005,"부산광역시 사상구 가야대로 326, 좋은삼선병원 (주례동)",129.0081978825217,35.1505677387241
의료법인은성의료재단좋은삼정병원,A1700011,울산광역시 남구 북부순환도로 51 (무거동),129.26899792409964,35.55282641650826
의료법인은성의료재단좋은선린병원,A2702563,경상북도 포항시 북구 대신로 43 (대신동),129.36704339734024,36.048089061494764
의료법인은혜와감사의료재단화성중앙종합병원,A2100018,경기도 화성시 향남읍 발안로 5,126.910365631779,37.13118966594901
의료법인인봉의료재단뉴고려병원,A2100006,"경기도 김포시 김포한강3로 283, 뉴고려병원 (장기동)",126.66022763544733,37.64095507933562
의료법인인봉의료재단영등포병원,A1100255,서울특별시 영등포구 당산로31길 10 (당산동3가),126.89561402986,37.526858089517
의료법인인성의료재단한림병원,A1400014,인천광역시 계양구 장제로 722 (작전동),126.73435495537973,37.53218449100167
의료법인인성의료재단함평성심병원,A2600090,"전라남도 함평군 함평읍 영수길 132, 함평성심병원",126.519805555555550,35.061886111111114
의료법인인화재단한국병원,A2300007,충청북도 청주시 상당구 단재로 106 (영운동),127.49659485930336,36.61950588971749
의료법인일산복음병원,A2100283,"경기도 고양시 일산동구 고양대로 760, 가동 (중산동, 일산복음병원)",126.7801254241406,37.68205457051212
의료법인자산의료재단제천서울병원,A2300005,충청북도 제천시 숭문로 57 (서부동),128.20613928597677,37.13857101389598
의료법인자인의료재단(더자인병원),A2100290,"경기도 고양시 덕양구 중앙로 555, /중앙로557번길 14, 지하1(일부),1-6층 (행신동)",126.83568238933726,37.62297864974611
의료법인장호의료재단녹동현대병원,A2600068,전라남도 고흥군 도양읍 차경구렁목길 215,127.14569777683869,34.5461939078177
의료법인정민의료재단보은한양병원,A2300017,충청북도 보은군 보은읍 보은로 102,127.71821043397682,36.48327155579628
의료법인정산의료재단효성병원,A2300003,충청북도 청주시 상당구 쇠내로 16 (금천동),127.49558522201268,36.624556372628305
의료법인정안의료재단중앙병원,A1700028,"울산광역시 남구 문수로 472, 중앙병원 (신정동)",129.3048401436768,35.53208761614168
의료법인정화의료재단 봉생기념병원,A1200017,"부산광역시 동구 중앙대로 401 (좌천동, 봉생병원)",129.0505708823645,35.13085783627095
의료법인조윤의료재단영동병원,A2300030,충청북도 영동군 영동읍 대학로 106,127.7808325647,36.1852328446
의료법인창녕서울의료재단창녕서울병원,A2800082,경상남도 창녕군 창녕읍 창녕대로 122,128.4976162683357,35.53476250295272
의료법인청구성심병원,A1100023,서울특별시 은평구 통일로 873 (갈현동),126.91955399169245,37.62079154435882
의료법인청아의료재단청아병원,A2800009,경상남도 창원시 마산회원구 내서읍 광려천서로 67 (청아병원),128.50971731844322,35.24798366104159
의료법인청파의료재단송탄중앙병원,A2100301,경기도 평택시 오좌동길 17-16 (독곡동),127.0641653404409,37.0885408447458
의료법인칠석의료재단사랑의병원,A2100124,"경기도 안산시 상록구 예술광장로 69, 사랑의병원(593-4번지/593-5번지) (성포동)",126.84486352776976,37.327020396286656
의료법인태성의료재단제일조은병원,A2300015,충청북도 음성군 금왕읍 음성로1230번길 10,127.59853452216106,36.99760379156879
의료법인토마스의료재단윌스기념병원,A2100175,경기도 수원시 팔달구 경수대로 437 (인계동),127.0254583588438,37.26502978126203
의료법인풍산의료재단동부제일병원,A1100075,"서울특별시 중랑구 망우로 511, 동부제일병원 지하1~6층 (망우동)",127.1090292210168,37.60067564592665
의료법인플러스의료재단단원병원,A2100021,"경기도 안산시 단원구 원포공원1로 20, 동의성단원병원 (초지동)",126.81357021652913,37.3002188172703
의료법인한국의료재단한국병원,A2600005,전라남도 순천시 우명길 42 (연향동),127.51235838977138,34.947741459842966
의료법인한마음의료재단 여수제일병원,A2600027,"전라남도 여수시 쌍봉로 70 (학동, (학동))",127.66355833333331,34.766166666666656
의료법인한마음의료재단하나병원,A2300002,충청북도 청주시 흥덕구 2순환로 1262 (가경동),127.43081864239413,36.623474045244464
의료법인한전의료재단 한일병원,A1100020,"서울특별시 도봉구 우이천로 308, 한일병원 (쌍문동)",127.02902417950423,37.64611570419094
의료법인합포의료재단에스엠지연세병원,A2800017,"경상남도 창원시 마산합포구 3·15대로 76 (월남동2가, 합포의료재단)",128.56163160027907,35.18635329986849
의료법인해민의료재단 세안종합병원,A2600007,전라남도 목포시 고하대로 795-2 (연산동),126.38033941552498,34.817030098221025
의료법인행복나눔의료재단장성병원,A2600035,전라남도 장성군 장성읍 역전로 171,126.78361958777766,35.305871659607845
의료법인행촌의료재단 해남종합병원,A2600009,전라남도 해남군 해남읍 해남로 45,126.61268333333333,34.571547222222215
의료법인환명의료재단조은금강병원,A2800010,경상남도 김해시 김해대로 1814-37 (삼계동),128.8615781975,35.2623038386
의료법인힐링의료재단옥천성모병원,A2300011,충청북도 옥천군 옥천읍 성왕로 1195,127.57197742757523,36.313345842294304
의산의료재단강릉고려병원,A2200010,강원특별자치도 강릉시 옥가로 30 (옥천동),128.89982468955142,37.75910092005996
이화여자대학교의과대학부속목동병원,A1100005,서울특별시 양천구 안양천로 1071 (목동),126.8862159683056,37.53654282637804
이화여자대학교의과대학부속서울병원,A1120796,"서울특별시 강서구 공항대로 260, 이화의대부속서울병원 (마곡동)",126.8362659275,37.557261149
인산의료재단메트로병원,A2100010,"경기도 안양시 만안구 명학로33번길 8 (안양동, 메트로병원)",126.93529986382785,37.378597979767605
인성병원,A2200033,강원특별자치도 춘천시 금강로 39 (낙원동),127.7268803699377,37.88124367430593
인제대학교 해운대백병원,A1200022,부산광역시 해운대구 해운대로 875 (좌동),129.182181239924,35.17334313589264
인제대학교부산백병원,A1200001,"부산광역시 부산진구 복지로 75, 진사로83번길 81, 1층(일부), 3층 (개금동)",129.02057150748322,35.146454469689104
인제대학교상계백병원,A1100016,"서울특별시 노원구 동일로 1342, 상계백병원 (상계동)",127.06311619032102,37.6485812672986
인제대학교일산백병원,A2100038,경기도 고양시 일산서구 주화로 170 (대화동),126.75031388046008,37.67436543525074
인천광역시의료원,A1400017,"인천광역시 동구 방축로 217 (송림동, 인천광역시 의료원)",126.66861045817642,37.47884441174466
인천광역시의료원백령병원,A1400037,"인천광역시 옹진군 백령면 백령로 233, 인천광역시의료원 백령병원",124.72111307252132,37.96801574541532
인천기독병원,A1400009,인천광역시 중구 답동로30번길 10 (율목동),126.63208102847187,37.47122873588076
인천더드림병원,A1403121,인천광역시 계양구 계양대로 123(작전동),126.72225367019578,37.53499881280362
인천사랑병원,A1400016,인천광역시 미추홀구 미추홀대로 726 (주안동),126.680345104401,37.4620681991805
인천세종병원,A1403372,"인천광역시 계양구 계양문화로 20-  (작전동, (작전동))",126.7368531237,37.5325382832
인천적십자병원,A1400018,"인천광역시 연수구 원인재로 263 (연수동, 인천적십자병원)",126.6875335314,37.4185669257
인천힘찬종합병원,A1403871,"인천광역시 남동구 논현로 72, 인천힘찬종합병원 (논현동)",126.714686842521,37.4010623210136
인하대학교의과대학부속병원,A1400002,인천광역시 중구 인항로 27 (신흥동3가),126.631868269228,37.4584235016321
임실군보건의료원,E2500022,전북특별자치도 임실군 임실읍 호국로 1680,127.28697578028248,35.61249558187053
장수군보건의료원,E2500020,전북특별자치도 장수군 장수읍 장천로 247,127.52014287444382,35.654664903392614
장흥우리병원,A2600037,전라남도 장흥군 장흥읍 흥성로 83,126.91109914454887,34.67838230801459
재단법인 베스티안재단 베스티안부산병원,A1200110,부산광역시 북구 화명대로 1 (화명동),129.00862669149657,35.235586741528486
재단법인베스티안재단베스티안병원,A2302011,충청북도 청주시 흥덕구 오송읍 오송생명1로 191-0,127.3216412104,36.6364279047
재단법인베스티안재단베스티안서울병원,A1122381,서울특별시 성동구 왕십리로 382 (하왕십리동),127.028019796271,37.5651102845783
재단법인아산사회복지재단 서울아산병원,A1100009,"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",127.10823825113607,37.526563966361216
재단법인아산사회복지재단보령아산병원,A2400011,충청남도 보령시 죽성로 136 (죽정동),126.62282846665184,36.38113998244595
재단법인아산사회복지재단정읍아산병원,A2500008,전북특별자치도 정읍시 충정로 606-22 (용계동),126.82346011194952,35.58899495218047
재단법인예수병원유지재단예수병원,A2500006,"전북특별자치도 전주시 완산구 서원로 365 (중화산동1가, 예수병원)",127.13325187439274,35.81440117465108
재단법인일신기독교선교회 일신기독병원,A1200027,부산광역시 동구 정공단로 27 (좌천동),129.0545970475024,35.13550455261155
재단법인천주교부산교구유지재단 메리놀병원,A1200023,부산광역시 중구 중구로 121 (대청동4가),129.03246380102908,35.107580971280804
전남대학교병원,A1500002,광주광역시 동구 제봉로 42 (학동),126.92158688926376,35.141852541291165
전라남도강진의료원,A2600050,전라남도 강진군 강진읍 탐진로 5,126.75789950922355,34.63681860822126
전라남도순천의료원,A2600056,전라남도 순천시 서문성터길 2 (매곡동),127.48303613267494,34.95798908690572
전북대학교병원,A2500002,전북특별자치도 전주시 덕진구 건지로 20 (금암동),127.1393674038135,35.84697279303408
전북특별자치도군산의료원,A2500007,"전북특별자치도 군산시 의료원로 27 (지곡동,(지곡동, 군산의료원))",126.71189936455204,35.95497072788432
전북특별자치도남원의료원,A2500004,전북특별자치도 남원시 충정로 365 (고죽동),127.40719103150715,35.43189945917936
전주고려병원,A2500003,전북특별자치도 전주시 덕진구 안덕원로 367 (산정동),127.16713261021835,35.839839476593305
제일병원,A2800003,경상남도 진주시 진주대로 885 (강남동),128.0899464997,35.1793997485
제주대학교병원,A2900007,"제주특별자치도 제주시 아란13길 15-  (아라일동,제주대학교병원 (아라일동))",126.54525733713078,33.46727330825531
제주특별자치도 서귀포의료원,A2900002,제주특별자치도 서귀포시 장수로 47 &#40;동홍동&#41;,126.56420131670261,33.255354935811724
제주한라병원,A2900001,"제주특별자치도 제주시 도령로 65-  (연동, (연동))",126.48507635686154,33.489946745300735
조선대학교병원,A1500001,광주광역시 동구 필문대로 365 (서석동),126.92683853357782,35.13854706991291
조은오산병원,A2114449,경기도 오산시 오산로 307 (오산동),127.06824064919108,37.15432658078726
좋은문화병원,A1200026,부산광역시 동구 범일로 119 (범일동),129.05906375734872,35.1407239889452
중앙대학교광명병원,A2118788,경기도 광명시 덕안로 110(일직동),126.885910072451,37.4245974351169
중앙대학교병원,A1100003,서울특별시 동작구 흑석로 102 (흑석동),126.96079378447554,37.50707428493414
진도한국병원,A2600040,전라남도 진도군 진도읍 남문길 48,126.26412429142383,34.482432541575456
진안군의료원,A2502031,전북특별자치도 진안군 진안읍 진무로 1145-0,127.43207008323515,35.79518695884379
진주복음병원,A2800037,경상남도 진주시 진양호로 370 (신안동),128.06939115519654,35.185376569664825
진주세란병원,A2800044,경상남도 진주시 진주대로 829 (주약동),128.09295064588534,35.17448762105697
차의과학대학교 강남차병원,A1100057,"서울특별시 강남구 논현로 566, 강남차병원(역삼동650-9, 606-4, 605외2필지(지하7층~지하1층, 지상2층~7층)) (역삼동)",127.03466865188072,37.506800025850865
차의과학대학교부속구미차병원,A2700007,경상북도 구미시 신시로10길 12 (형곡동),128.34054647885028,36.11452808183706
차의과학대학교분당차병원,A2100030,경기도 성남시 분당구 야탑로 59 (야탑동),127.125083678928,37.4101145912911
참조은병원,A2100155,경기도 광주시 광주대로 45 (경안동),127.26022384023878,37.41095382720454
창원경상국립대학교병원,A2803505,"경상남도 창원시 성산구 삼정자로 11 (성주동, 창원경상대학교병원)",128.7078072393552,35.19921298418469
창원파티마병원,A2800004,경상남도 창원시 의창구 창이대로 45 (명서동),128.6444852768,35.2372418321
창원한마음병원,A2800007,경상남도 창원시 의창구 용동로57번길 8 (사림동),128.699059273138,35.2379796340839
철원병원,A2201730,강원특별자치도 철원군 갈말읍 명성로 208-0,127.30802768817259,38.15033057072112
첨단종합병원,A1500011,광주광역시 광산구 첨단중앙로170번길 59 (쌍암동),126.84530205666944,35.22113373578457
청송군보건의료원,E2700554,경상북도 청송군 청송읍 의료원길 19,129.0526608512385,36.43104059070308
청양군보건의료원,E2400032,충청남도 청양군 청양읍 칠갑산로7길 54,126.80455836964052,36.45529646339589
청주성모병원,A2300008,충청북도 청주시 청원구 주성로 173-19 (주중동),127.48546957073641,36.673801330174406
청주현대병원,A2300019,충청북도 청주시 흥덕구 비하로 65 (비하동),127.42463434124867,36.632987414750296
최원호병원,A1117070,"서울특별시 은평구 서오릉로 45, 최원호병원 &#40;녹번동&#41;",126.923855760856,37.604769594378
추병원,A2100150,경기도 의정부시 평화로 650 (의정부동),127.0450970956,37.7499600932
충남대학교병원,A1600001,"대전광역시 중구 문화로 282 (대사동, 충남대학교병원)",127.41546133417684,36.31696055071064
충북대학교병원,A2300001,"충청북도 청주시 서원구 1순환로 776-0 (개신동,충북대학교병원)",127.4614360502226,36.624166824834546
충주미래병원,A2302306,"충청북도 충주시 국원대로 99-0, 0동 (교현동,미래병원)",127.927925696639,36.9804284762737
충청남도공주의료원,A2400010,충청남도 공주시 무령로 77 (웅진동),127.10921562289595,36.45905455773722
충청남도서산의료원,A2400006,충청남도 서산시 중앙로 149 (석림동),126.46515725738562,36.77556877677842
충청남도천안의료원,A2400005,충청남도 천안시 동남구 충절로 537 (삼룡동),127.17992025598447,36.775359921186194
충청남도홍성의료원,A2400007,충청남도 홍성군 홍성읍 조양로 224,126.67440672396913,36.59933992060475
충청북도 청주의료원,A2300006,"충청북도 청주시 서원구 흥덕로 48-0 (사직동,청주의료원)",127.473087555201,36.6401389722304
충청북도충주의료원,A2300004,충청북도 충주시 안림로 239-50 (안림동),127.9703586011334,36.97956732195825
칠곡경북대학교병원,A1300010,"대구광역시 북구 호국로 807, 칠곡경북대학교병원(임상실습동 1~11층 포함) (학정동)",128.564408469835,35.9560830613237
큐병원,A1200089,부산광역시 사하구 낙동남로 1401 (하단동),128.96489218029475,35.10658381193713
태안군보건의료원,E2400033,충청남도 태안군 태안읍 서해로 1952-16,126.32320735565844,36.75191402131483
태황의료재단한성병원,A2800062,경상남도 창녕군 창녕읍 교리1길 2,128.4934147264,35.5421522771
파주한빛병원,A2100288,"경기도 파주시 탄현면 평화로574번길 17, (의)청학의료재단 파주성모병원.요양병원",126.72122440556852,37.773953454183484
평창군보건의료원,E2200026,강원특별자치도 평창군 평창읍 노성로 11,128.3890508672411,37.360577433652736
포항성모병원,A2700016,경상북도 포항시 남구 대잠동길 17 (대잠동),129.33981334567275,36.01585627687779
포항세명기독병원,A2700002,경상북도 포항시 남구 포스코대로 351 (대도동),129.3615706051,36.0181008246
하나병원,A2804216,"경상남도 사천시 사천읍 진삼로 1468-8, 하나병원",128.086480599028,35.0822158154719
